2	11	10	
3	12	11	
4	13	12	
4	14	13	
2	12	11	
2	12	11	
4	14	13	
5	15	14	
5	15	14	
6	16	15	
5	17	15	
8	20	16	
7	22	17	
8	25	19	
5	25	16	
7	27	18	
3	24	15	
9	31	19	
7	31	18	
6	30	16	
8	32	18	
11	38	23	
8	36	21	
9	40	22	
12	43	25	
11	42	24	
8	41	20	
11	46	24	
12	47	25	
10	45	23	
10	48	23	
13	48	24	
12	47	23	
13	48	24	
8	43	19	
10	48	23	
12	50	25	
12	47	23	
12	47	25	
11	44	23	
11	44	23	
14	46	25	
5	36	18	
13	40	25	
9	33	19	
9	33	19	
9	33	19	
6	28	15	
5	25	14	
8	25	15	
8	25	15	
8	25	15	
6	21	16	
5	20	15	
4	19	14	
4	16	12	
6	18	14	
3	15	11	
6	17	13	
6	17	13	
2	13	9	
5	15	14	
4	14	13	
4	14	13	
6	18	16	
5	17	15	
2	17	12	
3	18	13	
5	20	15	
5	20	13	
4	19	12	
5	20	13	
5	22	14	
5	22	14	
5	25	16	
6	26	17	
7	28	19	
8	30	18	
11	35	21	
9	36	19	
9	38	20	
8	40	19	
9	43	19	
9	45	19	
11	50	23	
13	52	23	
15	54	25	
18	59	27	
13	57	24	
14	58	25	
11	55	22	
13	57	24	
12	56	23	
19	63	30	
16	57	25	
11	54	26	
19	59	32	
16	56	29	
11	51	24	
11	51	24	
13	52	25	
15	54	27	
8	47	20	
14	50	24	
9	45	19	
10	46	20	
7	41	17	
8	40	19	
14	43	25	
10	37	22	
12	39	24	
11	35	22	
11	35	22	
11	35	21	
11	35	21	
9	33	19	
7	31	17	
9	31	19	
8	30	18	
8	30	18	
9	31	19	
9	29	18	
7	27	16	
9	29	18	
8	28	17	
7	27	16	
6	26	15	
6	26	15	
9	29	18	
7	27	16	
7	28	19	
9	30	21	
8	29	20	
7	28	19	
7	28	19	
8	29	20	
7	28	19	
10	31	22	
9	33	20	
8	32	19	
6	30	17	
8	32	19	
8	32	19	
7	31	18	
7	33	20	
10	36	23	
8	34	21	
7	34	19	
6	33	18	
7	36	18	
8	39	21	
9	40	22	
12	43	25	
8	41	22	
8	41	20	
14	49	25	
10	46	20	
13	49	23	
12	51	24	
10	49	22	
14	53	26	
11	50	23	
10	51	21	
14	55	25	
13	56	26	
17	60	30	
18	61	31	
17	62	31	
12	59	27	
15	65	30	
14	66	28	
14	69	29	
14	69	27	
24	74	36	
19	71	32	
17	70	28	
20	75	33	
17	73	28	
18	74	29	
20	77	32	
19	78	32	
17	76	30	
20	82	33	
20	82	31	
23	87	35	
27	92	38	
20	87	33	
29	98	41	
21	90	33	
23	92	35	
28	98	38	
29	99	37	
28	98	36	
